"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"STRAVVS.nlogo"
"system1"
"09/11/2026 12:05:01:511 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","init-file","input-file?","[step]","table:get things-ordered ""A""","table:get things-ordered ""B""","table:get things-ordered ""C""","table:get things-made ""A""","table:get things-made ""B""","table:get things-made ""C""","table:get things-delivered ""A""","table:get things-delivered ""B""","table:get things-delivered ""C""","table:get things-imported ""A""","table:get things-imported ""B""","table:get things-imported ""C""","table:get things-consumed ""A""","table:get things-consumed ""B""","table:get things-consumed ""C""","table:get things-run ""Process1"""
"91","system1/inits.txt","true","13","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"86","system1/inits.txt","true","27","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"89","system1/inits.txt","true","45","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"91","system1/inits.txt","true","14","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"88","system1/inits.txt","true","28","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"91","system1/inits.txt","true","15","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"89","system1/inits.txt","true","46","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"84","system1/inits.txt","true","14","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"89","system1/inits.txt","true","47","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"90","system1/inits.txt","true","2","4","2","1","<WrappedExtensionException>","<WrappedExtensionException>","2","4","2","2","4","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","2"
"91","system1/inits.txt","true","16","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"87","system1/inits.txt","true","21","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"89","system1/inits.txt","true","48","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"89","system1/inits.txt","true","49","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"89","system1/inits.txt","true","50","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"84","system1/inits.txt","true","15","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"89","system1/inits.txt","true","51","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"84","system1/inits.txt","true","16","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"91","system1/inits.txt","true","17","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"86","system1/inits.txt","true","28","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"89","system1/inits.txt","true","52","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"84","system1/inits.txt","true","17","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"91","system1/inits.txt","true","18","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"84","system1/inits.txt","true","18","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"89","system1/inits.txt","true","53","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"86","system1/inits.txt","true","29","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"88","system1/inits.txt","true","29","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"84","system1/inits.txt","true","19","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"89","system1/inits.txt","true","54","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"91","system1/inits.txt","true","19","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"88","system1/inits.txt","true","30","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"86","system1/inits.txt","true","30","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"89","system1/inits.txt","true","55","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"90","system1/inits.txt","true","3","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"91","system1/inits.txt","true","20","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"88","system1/inits.txt","true","31","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
